"id","年份","日期","标题","发文机关","文件类型","当前司局","当前处室","关键词","官方链接","审核状态","建议司局","建议处室"
"doc-482","2018","2018-12","《关于开展儿童白血病救治管理工作的通知》","国家发展和改革委员会,国家药品监督管理局,人力资源和社会保障部,国家中医药管理局,国家医疗保障局,国家卫生健康委员会","通知","卫健委-医疗应急司","医疗应急指导处","国卫医发〔2018〕16号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435429.htm","待审核","",""
"doc-483","2018","2018-12","《国家中医药管理局 科技部 工业和信息化部 国家卫生健康委员会关于印发《关于加强中医医疗器械科技创新的指导意见》的通知》","国家中医药管理局","通知","卫健委-科技教育司","项目一处","国中医药科技发〔2018〕11号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5429166.htm","待审核","",""
"doc-484","2018","2018-12","《印发《关于对严重危害正常医疗秩序的失信行为责任人实施联合惩戒合作备忘录》的通知》","国家发展和改革委员会,工业和信息化部,人力资源和社会保障部,自然资源部,住房和城乡建设部,交通运输部,商务部,文化和旅游部,国家卫生健康委员会,中国人民银行,国务院国有资产监督管理委员会,海关总署,国家市场监督管理总局,国家金融监督管理总局,中国证券监督管理委员会,国家中医药管理局,公安部,中国民用航空局","通知","医保局-基金监管司","信用管理处","发改财金〔2018〕1399号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5434917.htm","待审核","",""
"doc-485","2018","2018-12","《关于优化社会办医疗机构跨部门审批工作的通知》","自然资源部,民政部,国家发展和改革委员会,国家中医药管理局,国家市场监督管理总局,应急管理部,国家卫生健康委员会,住房和城乡建设部,生态环境部","通知","卫健委-医政司","医疗机构处","发改社会〔2018〕1147号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5433535.htm","待审核","",""
"doc-486","2018","2018-12","《关于印发加强和完善麻醉医疗服务意见的通知》","国家发展和改革委员会,国家卫生健康委员会,人力资源和社会保障部,国家中医药管理局,国家药品监督管理局,教育部","通知","卫健委-医政司","医疗资源处","国卫医发〔2018〕21号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435335.htm","待审核","",""
"doc-487","2018","2018-12","《国家发展改革委 民政部 自然资源部 生态环境部 住房城乡建设部 卫生健康委 应急部 市场监管总局 中医药局关于优化社会办医疗机构跨部门审批工作的通知》","国家中医药管理局,应急管理部,民政部,自然资源部,生态环境部,国家卫生健康委员会,国家市场监督管理总局,住房和城乡建设部","通知","卫健委-医政司","医疗机构处","发改社会〔2018〕1147号 国土资源、能源 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5439372.htm","待审核","",""
"doc-488","2018","2018-12","《国家卫生健康委员会 国家中医药管理局关于印发全面提升县级医院综合能力工作方案（2018-2020年）的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-医政司","医疗机构处","国卫医发〔2018〕37号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5429455.htm","待审核","",""
"doc-489","2018","2018-12","《农业农村部 国家药品监督管理局 国家中医药管理局关于印发《全国道地药材生产基地建设规划（2018—2025年）》的通知》","农业农村部,国家中医药管理局,国家药品监督管理局","通知","中医药局-医政管理","中药管理处","农农发〔2018〕4号 农业、林业、水利 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5443381.htm","待审核","",""
"doc-490","2018","2018-12","《国家中医药管理局办公室关于开展中医医疗机构传染病防治和感染防控监督执法专项检查督查工作的通知》","国家中医药管理局","通知","医保局-基金监管司","飞行检查处","国中医药办法监函〔2018〕34号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5432652.htm","待审核","",""
"doc-491","2018","2018-12","《关于进一步做好分级诊疗制度建设有关重点工作的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-体制改革司","综合协调处","国卫医发〔2018〕28号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435248.htm","待审核","",""
"doc-492","2018","2018-12","《关于印发加快落实仿制药供应保障及使用政策工作方案的通知》","国家卫生健康委员会,国家发展和改革委员会,科学技术部,工业和信息化部,财政部,国家市场监督管理总局,国家中医药管理局,国家药品监督管理局,国家知识产权局,教育部,国家医疗保障局","通知","中医药局-医政管理","中医药服务处","国卫体改发〔2018〕53号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5436937.htm","待审核","",""
"doc-493","2018","2018-12","《关于深入开展“互联网+医疗健康”便民惠民活动的通知》","国家卫生健康委员会","通知","卫健委-基层卫生健康司","综合处","国卫规划发〔2018〕22号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435186.htm","待审核","",""
"doc-494","2018","2018-12","《关于学习贯彻习近平总书记重要指示精神 进一步加强医务人员队伍建设的通知》","国家中医药管理局","通知","卫健委-体制改革司","督导评价处","国卫医发〔2018〕34号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5429369.htm","待审核","",""
"doc-495","2018","2018-12","《关于开展建立健全现代医院管理制度试点的通知》","人力资源和社会保障部,国家发展和改革委员会,财政部,国家中医药管理局,国家医疗保障局,国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫体改发〔2018〕50号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5436908.htm","待审核","",""
"doc-496","2018","2018-12","《关于印发健康扶贫三年攻坚行动实施方案的通知》","国家卫生健康委员会","通知","医保局-待遇保障司","筹资待遇处","国卫财务发〔2018〕38号 民政、扶贫、救灾 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5436892.htm","待审核","",""
"doc-497","2018","2018-12","《关于印发促进护理服务业改革与发展指导意见的通知》","国家卫生健康委员会","通知","卫健委-医政司","护理与康复处","国卫医发〔2018〕20号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435177.htm","待审核","",""
"doc-498","2018","2018-12","《国家医疗保障局办公室关于申报按疾病诊断相关分组付费国家试点的通知》","国家医疗保障局","通知","医保局-医药服务管理司","支付方式改革处","医保办发〔2018〕23号 劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5438720.htm","待审核","",""
"doc-499","2018","2018-12","《关于进一步提升创伤救治能力的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫办医函〔2018〕477号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435172.htm","待审核","",""
"doc-500","2018","2018-12","《关于当前加强医保协议管理确保基金安全有关工作的通知》","国家医疗保障局","通知","医保局-基金监管司","经办稽核处","医保办发〔2018〕21号 劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5438716.htm","待审核","",""
"doc-501","2018","2018-12","《国家药监局关于加强药品集中采购和使用试点期间药品监管工作的通知》","国家药品监督管理局","通知","卫健委-医疗应急司","安全生产处","国药监药管〔2018〕57号 市场监管、安全生产监管 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5433825.htm","待审核","",""
"doc-502","2018","2018-12","《国家医保局 财政部 国务院扶贫办关于印发《医疗保障扶贫三年行动实施方案(2018-2020年)》的通知》","国家医疗保障局,财政部","通知","卫健委-规划发展与信息化司","发展规划处","医保发〔2018〕18号 劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5438703.htm","待审核","",""
"doc-503","2018","2018-12","《关于做好春夏季重点传染病防控工作的通知》","国家卫生健康委员会","通知","卫健委-规划发展与信息化司","综合处","国卫办疾控函〔2018〕280号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435153.htm","待审核","",""
"doc-504","2018","2018-12","《国家医疗保障局关于将17种抗癌药纳入国家基本医疗保险、工伤保险和生育保险药品目录乙类范围的通知》","国家医疗保障局","通知","医保局-医药服务管理司","医保目录处","医保发〔2018〕17号 劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5438693.htm","待审核","",""
"doc-505","2018","2018-12","《关于印发健康扶贫领域作风问题专项治理实施方案的通知》","国家卫生健康委员会","函","卫健委-财务司","乡村振兴处","国卫办财务函〔2018〕198号 民政、扶贫、救灾 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435151.htm","待审核","",""
"doc-506","2018","2018-12","《国家医保局 财政部 人力资源社会保障部 国家卫生健康委关于做好2018年城乡居民基本医疗保险工作的通知》","国家医疗保障局,财政部,人力资源和社会保障部,国家卫生健康委员会","通知","医保局-待遇保障司","筹资待遇处","医保发〔2018〕2号 劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5438689.htm","待审核","",""
"doc-507","2018","2018-12","《关于进一步加强患者安全管理工作的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫办医发〔2018〕5号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435146.htm","待审核","",""
"doc-508","2018","2018-12","《关于进一步加强流行性感冒医疗工作的通知》","国家中医药管理局,国家卫生健康委员会","通知","中医药局-医政管理","中医药服务处","国卫办医函〔2018〕1020号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5436827.htm","待审核","",""
"doc-509","2018","2018-12","《关于印发公立医院开展网络支付业务指导意见的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫办财务发〔2018〕23号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2018-12/31/content_5435563.htm","待审核","",""
"doc-510","2018","2018-08","《医疗纠纷预防和处理条例》","国务院","命令（令）","卫健委-法规司","立法处","国令第701号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2018-08/31/content_5318057.htm","待审核","",""
"doc-516","2017","2017-05","《国务院办公厅关于印发深化医药卫生体制改革2017年重点工作任务的通知》","国务院办公厅","通知","卫健委-体制改革司","综合协调处","国办发〔2017〕37号 医药管理 国务院办公厅","http://www.gov.cn/zhengce/content/2017-05/05/content_5191213.htm","待审核","",""
"doc-517","2017","2017-03","《国务院关于印发“十三五”国家老龄事业发展和养老体系建设规划的通知》","国务院","通知","卫健委-老龄健康司","医养结合处","国发〔2017〕13号 其他 国务院办公厅","http://www.gov.cn/zhengce/content/2017-03/06/content_5173930.htm","待审核","",""
"doc-518","2017","2017-02","《国务院关于印发“十三五”国家食品安全规划和“十三五”国家药品安全规划的通知》","国务院","通知","卫健委-规划发展与信息化司","发展规划处","国发〔2017〕12号 其他 国务院办公厅","http://www.gov.cn/zhengce/content/2017-02/21/content_5169755.htm","待审核","",""
"doc-519","2017","2017-02","《国务院办公厅关于印发中国防治慢性病中长期规划（2017—2025年）的通知》","国务院办公厅","通知","卫健委-规划发展与信息化司","发展规划处","国办发〔2017〕12号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2017-02/14/content_5167886.htm","待审核","",""
"doc-520","2017","2017-02","《国务院办公厅关于印发中国遏制与防治艾滋病“十三五”行动计划的通知》","国务院办公厅","通知","卫健委-医疗应急司","公共卫生医疗管理处","国办发〔2017〕8号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2017-02/05/content_5165514.htm","待审核","",""
"doc-521","2017","2017-01","《国务院办公厅关于印发“互联网+政务服务”技术体系建设指南的通知》","国务院办公厅","通知","卫健委-法规司","立法处","国办函〔2016〕108号 电子政务 国务院办公厅","http://www.gov.cn/zhengce/content/2017-01/12/content_5159174.htm","待审核","",""
"doc-522","2017","2017-01","《国务院关于印发“十三五”卫生与健康规划的通知》","国务院","通知","卫健委-规划发展与信息化司","发展规划处","国发〔2016〕77号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2017-01/10/content_5158488.htm","待审核","",""
"doc-523","2017","2017-01","《国务院关于印发“十三五”深化医药卫生体制改革规划的通知》","国务院","通知","卫健委-体制改革司","综合协调处","国发〔2016〕78号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2017-01/09/content_5158053.htm","待审核","",""
"doc-524","2016","2016-10","《国务院办公厅关于调整国务院深化医药卫生体制改革领导小组组成人员的通知》","国务院办公厅","通知","卫健委-体制改革司","综合协调处","国办发〔2016〕75号 医药管理 国务院办公厅","http://www.gov.cn/zhengce/content/2016-10/27/content_5124884.htm","待审核","",""
"doc-525","2016","2016-10","《国务院办公厅关于印发推动1亿非户籍人口在城市落户方案的通知》","国务院办公厅","通知","卫健委-规划发展与信息化司","综合处","国办发〔2016〕72号 公安 国务院办公厅","http://www.gov.cn/zhengce/content/2016-10/11/content_5117442.htm","待审核","",""
"doc-526","2016","2016-06","《国务院办公厅关于促进和规范健康医疗大数据应用发展的指导意见》","国务院办公厅","意见","卫健委-规划发展与信息化司","信息统计处","国办发〔2016〕47号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2016-06/24/content_5085091.htm","待审核","",""
"doc-527","2016","2016-04","《国务院办公厅关于印发深化医药卫生体制改革2016年重点工作任务的通知》","国务院办公厅","通知","卫健委-体制改革司","综合协调处","国办发〔2016〕26号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2016-04/26/content_5068131.htm","待审核","",""
"doc-528","2016","2016-04","《关于进一步做好重度残疾人医疗服务及保障工作的通知》","民政部,财政部,人力资源和社会保障部","通知","卫健委-规划发展与信息化司","综合处","国卫办医发〔2016〕15号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2016-04/26/content_5650057.htm","待审核","",""
"doc-529","2016","2016-04","《关于新增部分医疗康复项目纳入基本医疗保障支付范围的通知》","民政部,财政部,人力资源和社会保障部,国家卫生健康委员会","通知","医保局-待遇保障司","筹资待遇处","人社部发〔2016〕23号 民政、扶贫、救灾 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2016-04/09/content_5650070.htm","待审核","",""
"doc-530","2016","2016-02","《国务院关于印发中医药发展战略规划纲要（2016—2030年）的通知》","国务院","通知","中医药局-医政管理","中医药服务处","国发〔2016〕15号 医药管理 国务院办公厅","http://www.gov.cn/zhengce/content/2016-02/26/content_5046678.htm","待审核","",""
