"id","年份","日期","标题","发文机关","文件类型","当前司局","当前处室","关键词","官方链接","审核状态","建议司局","建议处室"
"doc-108","2024","2024-09","《国家卫生健康委办公厅关于印发门（急）诊诊疗信息页质量管理规定（试行）的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗管理处","国卫办医政发〔2024〕16号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202409/content_6973295.htm","待审核","",""
"doc-154","2023","2023-12","《关于印发节约药品资源遏制药品浪费实施方案的通知》","国家卫生健康委员会,国家市场监督管理总局,国家药品监督管理局,国家中医药管理局,国家广播电视总局","通知","中医药局-医政管理","中医药服务处","国卫医政发〔2023〕40号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6923589.htm","待审核","",""
"doc-155","2023","2023-12","《民政部 国家卫生健康委 中国残联关于印发《精神障碍社区康复服务资源共享与转介管理办法》的通知》","民政部,国家卫生健康委员会","通知","卫健委-医政司","心理健康与精神卫生处","民发〔2023〕70号 民政、扶贫、救灾 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6923518.htm","待审核","",""
"doc-156","2023","2023-12","《关于印发第三批鼓励仿制药品目录的通知》","国家卫生健康委员会,工业和信息化部,国家药品监督管理局,国家知识产权局,国家疾病预防控制局","通知","医保局-医药服务管理司","医保目录处","国卫办药政函〔2023〕471号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6922542.htm","待审核","",""
"doc-157","2023","2023-12","《国家中医药管理局关于印发县级中医医院“两专科一中心”项目建设管理办法的通知》","国家中医药管理局","通知","卫健委-基层卫生健康司","综合处","国中医药医政函〔2023〕266号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6921604.htm","待审核","",""
"doc-158","2023","2023-12","《国家中医药管理局关于公布中医康复中心建设单位名单的通知》","国家中医药管理局","通知","卫健委-医政司","护理与康复处","国中医药医政函〔2023〕255号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6921599.htm","待审核","",""
"doc-159","2023","2023-12","《国家中医药管理局关于进一步加强中医医院老年病科建设的通知》","国家中医药管理局","通知","卫健委-医政司","医疗机构处","国中医药医政函〔2023〕263号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6921300.htm","待审核","",""
"doc-160","2023","2023-12","《关于深化中医馆建设 加强中医医师配备的通知》","国家中医药管理局","通知","卫健委-基层卫生健康司","综合处","国中医药综医政发〔2023〕6号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6921027.htm","待审核","",""
"doc-161","2023","2023-12","《国家医保局 财政部关于印发《长期护理保险失能等级评估管理办法（试行）》的通知》","国家医疗保障局,财政部","通知","医保局-待遇保障司","长期护理保险处","医保发〔2023〕29号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6920626.htm","待审核","",""
"doc-162","2023","2023-12","《关于印发《突发事件医疗应急工作管理办法（试行）》的通知》","国家卫生健康委员会","通知","卫健委-医疗应急司","医疗应急管理处","国卫医急发〔2023〕37号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6919826.htm","待审核","",""
"doc-163","2023","2023-12","《关于印发医疗监督执法工作规范（试行）的通知》","国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","卫健委-医疗应急司","医疗监督和行风管理处","国卫医急发〔2023〕35号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6918885.htm","待审核","",""
"doc-164","2023","2023-12","《国家卫生健康委办公厅关于指导基层医疗卫生机构做好冬春季呼吸道疾病健康服务有关工作的通知》","国家卫生健康委员会","通知","卫健委-基层卫生健康司","综合处","国卫办基层函〔2023〕438号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6918726.htm","待审核","",""
"doc-165","2023","2023-12","《国家卫生健康委办公厅关于指导妇幼保健机构做好儿童呼吸道疾病诊疗服务的通知》","国家卫生健康委员会","通知","卫健委-妇幼健康司","妇女卫生处","国卫办妇幼函〔2023〕437号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202312/content_6918081.htm","待审核","",""
"doc-166","2023","2023-11","《关于组织申报2023年中央财政支持普惠托育服务发展示范项目的通知》","财政部,国家卫生健康委员会","通知","卫健委-妇幼健康司","儿童卫生处","财办社〔2023〕43号 财政、金融、审计 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6917511.htm","待审核","",""
"doc-167","2023","2023-11","《国家中医药管理局关于进一步加强中医医院儿科建设的通知》","国家中医药管理局","通知","卫健委-医政司","医疗机构处","国中医药医政函〔2023〕234号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6916864.htm","待审核","",""
"doc-168","2023","2023-11","《关于印发《家庭托育点管理办法（试行）》的通知》","住房和城乡建设部,国家卫生健康委员会,应急管理部,国家市场监督管理总局,国家消防救援局","通知","卫健委-妇幼健康司","儿童卫生处","国卫人口发〔2023〕28号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6915643.htm","待审核","",""
"doc-169","2023","2023-11","《关于印发健康中国行动—癌症防治行动实施方案（2023—2030年）的通知》","科学技术部,民政部,生态环境部,农业农村部,国家金融监督管理总局,国家卫生健康委员会,教育部,财政部,国家中医药管理局,国家发展和改革委员会,国家疾病预防控制局,国家药品监督管理局,国家医疗保障局","通知","中医药局-医政管理","中医药服务处","国卫医急发〔2023〕30号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6915380.htm","待审核","",""
"doc-170","2023","2023-11","《关于印发健康中国行动—心脑血管疾病防治行动实施方案（2023—2030年）的通知》","国家卫生健康委员会,国家发展和改革委员会,教育部,科学技术部,工业和信息化部,民政部,财政部,国家市场监督管理总局,国家广播电视总局,国家体育总局,国家中医药管理局,国家疾病预防控制局","通知","中医药局-医政管理","中医药服务处","国卫医急发〔2023〕31号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6915365.htm","待审核","",""
"doc-171","2023","2023-11","《关于印发居家和社区医养结合服务指南（试行）的通知》","国家卫生健康委员会,国家中医药管理局,国家疾病预防控制局","通知","卫健委-老龄健康司","医养结合处","国卫办老龄发〔2023〕18号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6914596.htm","待审核","",""
"doc-172","2023","2023-11","《关于印发改善就医感受提升患者体验评估操作手册的通知》","国家卫生健康委员会,国家中医药管理局","通知","中医药局-医政管理","中医药服务处","国卫办医政函〔2023〕313号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202311/content_6914354.htm","待审核","",""
"doc-173","2023","2023-10","《国家卫生健康委办公厅关于印发患者安全专项行动方案（2023-2025年）的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗管理处","国卫办医政发〔2023〕13号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202310/content_6908044.htm","待审核","",""
"doc-174","2023","2023-09","《关于公布第二批罕见病目录的通知》","国家卫生健康委员会","通知","中医药局-医政管理","中医药服务处","国卫医政发〔2023〕26号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202309/content_6905273.htm","待审核","",""
"doc-175","2023","2023-09","《教育部关于印发《2024年全国硕士研究生招生工作管理规定》的通知》","教育部","通知","卫健委-体制改革司","督导评价处","教学〔2023〕2号 科技、教育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202309/content_6904295.htm","待审核","",""
"doc-176","2023","2023-09","《国家医疗保障局关于进一步深入推进医疗保障基金智能审核和监控工作的通知》","国家医疗保障局","通知","卫健委-规划发展与信息化司","综合处","医保发〔2023〕25号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202309/content_6903823.htm","待审核","",""
"doc-177","2023","2023-09","《关于进一步推进口腔医疗服务和保障管理工作的通知》","国家药品监督管理局,国家金融监督管理总局,国家卫生健康委员会,国家医疗保障局","通知","卫健委-规划发展与信息化司","综合处","国卫办医政发〔2023〕11号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202309/content_6903786.htm","待审核","",""
"doc-178","2023","2023-08","《关于深化气候适应型城市建设试点的通知》","自然资源部,住房和城乡建设部,交通运输部,水利部,中国气象局,国家疾病预防控制局,生态环境部,财政部","通知","卫健委-规划发展与信息化司","综合处","环办气候〔2023〕13号 城乡建设、环境保护 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6900892.htm","待审核","",""
"doc-179","2023","2023-08","《国家卫生健康委办公厅关于印发手术质量安全提升行动方案（2023-2025年）的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗管理处","国卫办医政发〔2023〕10号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6900753.htm","待审核","",""
"doc-180","2023","2023-08","《国家卫生健康委办公厅关于印发出生缺陷防治能力提升计划（2023-2027年）的通知》","国家卫生健康委员会","通知","卫健委-人口家庭司","政策协调处","国卫办妇幼发〔2023〕9号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6900320.htm","待审核","",""
"doc-181","2023","2023-08","《国家发展改革委办公厅等关于补齐公共卫生环境设施短板 开展城乡环境卫生清理整治的通知》","生态环境部,国家发展和改革委员会,住房和城乡建设部,农业农村部,国家卫生健康委员会","通知","疾控局-卫生与免疫规划司","环境卫生处","发改办社会〔2023〕523号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6900201.htm","待审核","",""
"doc-182","2023","2023-08","《关于印发《集中用餐单位食品安全问题专项治理行动工作方案》的通知》","教育部,国家卫生健康委员会,国家市场监督管理总局,民政部,国家机关事务管理局","通知","卫健委-医疗应急司","安全生产处","国市监食协发〔2023〕65号 市场监管、安全生产监管 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6899605.htm","待审核","",""
"doc-183","2023","2023-08","《国家卫生健康委办公厅关于印发基层卫生健康便民惠民服务举措的通知》","国家卫生健康委员会","通知","卫健委-基层卫生健康司","综合处","国卫办基层发〔2023〕7号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6897298.htm","待审核","",""
"doc-184","2023","2023-08","《人力资源社会保障部办公厅 国家卫生健康委办公厅 应急管理部办公厅 国家铁路局综合司 国家矿山安全监察局综合司关于实施矿山、机械制造、铁路运输、铁路建设施工等行业重点企业工伤预防能力提升培训工程的通知》","人力资源和社会保障部,国家卫生健康委员会,应急管理部,国家铁路局,国家矿山安全监察局","通知","卫健委-医疗应急司","安全生产处","人社厅函〔2023〕102号 劳动、人事、监察 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202308/content_6896855.htm","待审核","",""
"doc-185","2023","2023-07","《图表：2023年继续提高居民医保筹资标准至1020元》","33","8","医保局-待遇保障司","筹资待遇处","33 8 要闻","https://www.gov.cn/zhengce/jiedu/tujie/202307/content_6895407.htm","待审核","",""
"doc-186","2023","2023-07","《国家医保局 财政部 国家税务总局关于做好2023年城乡居民基本医疗保障工作的通知》","财政部,国家税务总局,国家医疗保障局","通知","卫健委-规划发展与信息化司","综合处","医保发〔2023〕24号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202307/content_6895391.htm","待审核","",""
"doc-187","2023","2023-07","《国家卫生健康委办公厅关于开展2023年世界母乳喂养周活动的通知》","国家卫生健康委员会","通知","卫健委-妇幼健康司","妇女卫生处","国卫办妇幼函〔2023〕290号 卫生、体育 国务院部门文件","https://www.gov.cn/zhengce/zhengceku/202307/content_6895314.htm","待审核","",""
"doc-232","2022","2022-12","《国家卫生健康委关于设置国家骨科医学中心的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫医政函〔2022〕225号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/31/content_5734413.htm","待审核","",""
"doc-233","2022","2022-12","《关于严禁养老机构违法违规开展医疗服务的通知》","民政部,国家中医药管理局,国家卫生健康委员会","通知","医保局-基金监管司","基金监管处","国卫办老龄发〔2022〕20号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/30/content_5734233.htm","待审核","",""
"doc-234","2022","2022-12","《国家卫生健康委办公厅关于进一步加强用人单位职业健康培训工作的通知》","国家卫生健康委员会","通知","卫健委-职业健康司","职业病管理处","国卫办职健函〔2022〕441号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/30/content_5734220.htm","待审核","",""
"doc-235","2022","2022-12","《国家卫生健康委办公厅关于印发国家医学中心管理办法（试行）和国家区域医疗中心管理办法（试行）的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗机构处","国卫办医政发〔2022〕17号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/29/content_5734106.htm","待审核","",""
"doc-236","2022","2022-12","《关于印发诊所备案管理暂行办法的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-医政司","医疗机构处","国卫医政发〔2022〕33号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/27/content_5733748.htm","待审核","",""
"doc-237","2022","2022-12","《国家医疗保障局关于全面排查并取消医保不合理限制的通知》","国家医疗保障局","通知","卫健委-规划发展与信息化司","综合处","医保函 〔2022〕254号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/23/content_5733286.htm","待审核","",""
"doc-238","2022","2022-12","《人力资源社会保障部等12部门关于开展2023年春节期间“春暖农民工”服务行动的通知》","民政部,司法部,人力资源和社会保障部,交通运输部,文化和旅游部,国家卫生健康委员会,公安部,国家乡村振兴局","通知","卫健委-财务司","乡村振兴处","劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/20/content_5732873.htm","待审核","",""
"doc-239","2022","2022-12","《国家卫生健康委办公厅关于印发医疗机构手术分级管理办法的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗管理处","国卫办医政发〔2022〕18号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/19/content_5732651.htm","待审核","",""
"doc-240","2022","2022-12","《国家卫生健康委关于印发《三级医院评审标准（2022年版）》及其实施细则的通知》","国家卫生健康委员会","通知","卫健委-医政司","医疗管理处","国卫医政发〔2022〕31号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/18/content_5732583.htm","待审核","",""
"doc-241","2022","2022-12","《交通运输部关于印发《国内游轮常态化疫情防控工作指南（第七版）》的通知》","交通运输部","通知","卫健委-规划发展与信息化司","综合处","交水明电〔2022〕340号 工业、交通 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/09/content_5730944.htm","待审核","",""
"doc-242","2022","2022-12","《国家中医药管理局关于印发“十四五”中医药信息化发展规划的通知》","国家中医药管理局","通知","中医药局-医政管理","中医药服务处","国中医药规财函〔2022〕238号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/06/content_5730292.htm","待审核","",""
"doc-243","2022","2022-12","《国家卫生健康委办公厅关于印发托育从业人员职业行为准则（试行）的通知》","国家卫生健康委员会","通知","卫健委-人口家庭司","政策协调处","国卫办人口函〔2022〕414号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-12/03/content_5730066.htm","待审核","",""
"doc-244","2022","2022-11","《关于深入开展“优质服务基层行”活动加强基层医疗卫生机构绩效评价的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-基层卫生健康司","综合处","国卫办基层函〔2022〕410号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-11/30/content_5729617.htm","待审核","",""
"doc-245","2022","2022-11","《国家中医药管理局关于印发《中医药统计工作管理办法（试行）》的通知》","国家中医药管理局","通知","医保局-规划财务法规司","规划统计处","国中医药规财发〔2022〕9号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-11/15/content_5727025.htm","待审核","",""
"doc-246","2022","2022-11","《教育部等七部门关于印发《农村义务教育学生营养改善计划实施办法》的通知》","国家卫生健康委员会,国家市场监督管理总局,国家发展和改革委员会,财政部,农业农村部,教育部","通知","卫健委-法规司","立法处","教财〔2022〕2号 科技、教育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-11/11/content_5726234.htm","待审核","",""
"doc-247","2022","2022-10","《国家中医药管理局关于印发《“十四五”中医药人才发展规划》的通知》","国家中医药管理局","通知","中医药局-医政管理","中医药服务处","国中医药人教发〔2022〕7号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-10/28/content_5722353.htm","待审核","",""
"doc-248","2022","2022-09","《关于开展健康中国行动中医药健康促进专项活动的通知》","国家中医药管理局,国家卫生健康委员会","通知","中医药局-医政管理","中医药服务处","国健推委办发〔2022〕5号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-09/22/content_5711192.htm","待审核","",""
"doc-249","2022","2022-09","《科技部等二十二部门关于印发《科研失信行为调查处理规则》的通知》","国家发展和改革委员会,科学技术部,工业和信息化部,财政部,人力资源和社会保障部,教育部,国家卫生健康委员会,国务院国有资产监督管理委员会,中国工程院,国家国防科技工业局,国家市场监督管理总局,中国社会科学院,中国科学院,公安部,农业农村部","通知","医保局-基金监管司","信用管理处","国科发监〔2022〕221号 科技、教育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-09/14/content_5709819.htm","待审核","",""
"doc-250","2022","2022-09","《国家医疗保障局关于开展口腔种植医疗服务收费和耗材价格专项治理的通知》","国家医疗保障局","通知","医保局-价格招采司","药品耗材招采处","医保发〔2022〕27号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-09/08/content_5709065.htm","待审核","",""
"doc-251","2022","2022-09","《教育部关于印发《2023年全国硕士研究生招生工作管理规定》的通知》","教育部","通知","卫健委-体制改革司","督导评价处","教学〔2022〕3号 科技、教育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-09/07/content_5708701.htm","待审核","",""
"doc-252","2022","2022-08","《国家发展改革委等部门印发《养老托育服务业纾困扶持若干政策措施》的通知》","国家发展和改革委员会,科学技术部,民政部,财政部,人力资源和社会保障部,住房和城乡建设部,国家卫生健康委员会,中国人民银行,国务院国有资产监督管理委员会,国家税务总局,国家市场监督管理总局,国家金融监督管理总局,教育部","通知","卫健委-人口家庭司","政策协调处","发改财金〔2022〕1356号 民政、扶贫、救灾 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-08/31/content_5707518.htm","待审核","",""
"doc-253","2022","2022-08","《四部门关于加强短缺药品和国家组织药品集中采购中选药品生产储备监测工作的通知》","工业和信息化部,国家卫生健康委员会,国家药品监督管理局,国家医疗保障局","通知","医保局-价格招采司","药品耗材招采处","工信厅联消费函〔2022〕186号 市场监管、安全生产监管 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-08/09/content_5704755.htm","待审核","",""
"doc-254","2022","2022-07","《关于健全完善村级综合服务功能的意见》","民政部,国家发展和改革委员会,司法部,财政部,人力资源和社会保障部,退役军人事务部,国家医疗保障局,住房和城乡建设部,交通运输部,农业农村部,文化和旅游部,国家卫生健康委员会,应急管理部,国家体育总局,教育部,公安部","意见","卫健委-规划发展与信息化司","综合处","民发〔2022〕56号 民政、扶贫、救灾 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-07/27/content_5703004.htm","待审核","",""
"doc-255","2022","2022-07","《国家医保局 财政部关于进一步做好基本医疗保险跨省异地就医直接结算工作的通知》","财政部,国家医疗保障局","通知","医保局-价格招采司","药品耗材招采处","医保发〔2022〕22号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-07/26/content_5702881.htm","待审核","",""
"doc-256","2022","2022-07","《国家医疗保障局办公室关于进一步做好医疗服务价格管理工作的通知》","国家医疗保障局","通知","医保局-价格招采司","医疗服务价格处","医保办发〔2022〕16号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-07/21/content_5701939.htm","待审核","",""
"doc-257","2022","2022-07","《2022年继续提高城乡居民医保筹资标准》","33","8","医保局-待遇保障司","筹资待遇处","33 8 要闻","http://www.gov.cn/zhengce/2022-07/13/content_5700784.htm","待审核","",""
"doc-258","2022","2022-07","《国家医保局 财政部 国家税务总局关于做好2022年城乡居民基本医疗保障工作的通知》","国家税务总局,国家医疗保障局,财政部","通知","卫健委-规划发展与信息化司","综合处","医保发〔2022〕20号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-07/09/content_5700123.htm","待审核","",""
"doc-259","2022","2022-07","《关于做好2022年基本公共卫生服务工作的通知》","财政部,国家卫生健康委员会,国家中医药管理局","通知","卫健委-基层卫生健康司","基本公共卫生处","国卫基层发〔2022〕21号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-07/07/content_5699780.htm","待审核","",""
"doc-260","2022","2022-07","《关于阶段性缓缴职工基本医疗保险单位缴费的通知》","财政部,国家税务总局,国家医疗保障局,国家发展和改革委员会","通知","医保局-待遇保障司","筹资待遇处","医保发〔2022〕21号 劳动、人事、监察 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-07/02/content_5698964.htm","待审核","",""
"doc-261","2022","2022-06","《国家卫生健康委办公厅关于印发2022年国家随机监督抽查计划的通知》","国家卫生健康委员会","通知","卫健委-规划发展与信息化司","综合处","国卫办监督函〔2022〕201号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-06/23/content_5697327.htm","待审核","",""
"doc-262","2022","2022-06","《关于印发2022年纠正医药购销领域和医疗服务中不正之风工作要点的通知》","工业和信息化部,财政部,商务部,国家卫生健康委员会,国家税务总局,国家市场监督管理总局,国家中医药管理局,公安部,国家医疗保障局","通知","中医药局-医政管理","中医药服务处","国卫医函〔2022〕84号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-06/07/content_5694468.htm","待审核","",""
"doc-263","2022","2022-06","《国家医保局 财政部 国家卫生健康委 国家中医药局关于开展2022年度医疗保障基金飞行检查工作的通知》","国家中医药管理局,财政部,国家卫生健康委员会,国家医疗保障局","通知","医保局-基金监管司","飞行检查处","医保函〔2022〕24号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-06/01/content_5693463.htm","待审核","",""
"doc-264","2022","2022-05","《国务院办公厅关于印发深化医药卫生体制改革2022年重点工作任务的通知》","国务院办公厅","通知","卫健委-体制改革司","综合协调处","国办发〔2022〕14号 卫生 国务院办公厅","http://www.gov.cn/zhengce/content/2022-05/25/content_5692209.htm","待审核","",""
"doc-265","2022","2022-05","《关于进一步降低新冠病毒核酸检测和抗原检测价格的通知》","国家医疗保障局","通知","卫健委-医政司","医疗机构处","医保办发〔2022〕10号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2022-05/25/content_5692238.htm","待审核","",""
"doc-291","2021","2021-12","《国家卫生健康委办公厅关于印发公共场所自动体外除颤器配置指南（试行）的通知》","国家卫生健康委员会","通知","卫健委-宣传司","健康宣教处","国卫办医函〔2021〕602号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-12/31/content_5665718.htm","待审核","",""
"doc-292","2021","2021-12","《十部门关于印发《“十四五”医疗装备产业发展规划》的通知》","国家中医药管理局,国家药品监督管理局,国家医疗保障局,国家发展和改革委员会,科学技术部,工业和信息化部,财政部,国家卫生健康委员会,国务院国有资产监督管理委员会,国家市场监督管理总局","通知","中医药局-医政管理","中医药服务处","工信部联规〔2021〕208号 工业、交通 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-12/28/content_5664991.htm","待审核","",""
"doc-293","2021","2021-12","《国家医疗保障局办公室关于印发DRG/DIP付费示范点名单的通知》","国家医疗保障局","通知","医保局-医药服务管理司","支付方式改革处","医保办函〔2021〕15号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-12/21/content_5663873.htm","待审核","",""
"doc-294","2021","2021-12","《关于印发《“十四五”学前教育发展提升行动计划》和《“十四五”县域普通高中发展提升行动计划》的通知》","国家发展和改革委员会,财政部,人力资源和社会保障部,自然资源部,住房和城乡建设部,国家税务总局,教育部,公安部,国家医疗保障局","通知","卫健委-规划发展与信息化司","发展规划处","教基〔2021〕8号 科技、教育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-12/16/content_5661144.htm","待审核","",""
"doc-295","2021","2021-12","《关于印发医疗废物分类目录（2021年版）的通知》","生态环境部,国家卫生健康委员会","通知","卫健委-规划发展与信息化司","综合处","国卫医函〔2021〕238号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-12/02/content_5655394.htm","待审核","",""
"doc-296","2021","2021-11","《国家医疗保障局关于印发DRG/DIP 支付方式改革三年行动计划的通知》","国家医疗保障局","通知","医保局-医药服务管理司","支付方式改革处","医保发〔2021〕48号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/28/content_5653858.htm","待审核","",""
"doc-297","2021","2021-11","《国家医保局办公室 财政部办公厅关于印发《基本医疗保险关系转移接续暂行办法》的通知》","财政部,国家医疗保障局","通知","医保局-待遇保障司","筹资待遇处","医保办发〔2021〕43号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/28/content_5653856.htm","待审核","",""
"doc-298","2021","2021-11","《国家卫生健康委办公厅关于开展老年医疗护理服务试点工作的通知》","国家卫生健康委员会","通知","卫健委-医政司","护理与康复处","国卫办医函〔2021〕560号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/27/content_5653768.htm","待审核","",""
"doc-299","2021","2021-11","《关于印发母乳喂养促进行动计划（2021-2025年）的通知》","国家发展和改革委员会,文化和旅游部,国家卫生健康委员会,国家广播电视总局,国家铁路局,国家中医药管理局,中国民用航空局,国家市场监督管理总局,人力资源和社会保障部,住房和城乡建设部,交通运输部","通知","卫健委-妇幼健康司","妇女卫生处","国卫妇幼发〔2021〕38号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/24/content_5653169.htm","待审核","",""
"doc-300","2021","2021-11","《国家卫生健康委办公厅关于推广三明市分级诊疗和医疗联合体建设经验的通知》","国家卫生健康委员会","通知","医保局-医药服务管理司","支付方式改革处","国卫办医函〔2021〕547号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/22/content_5652558.htm","待审核","",""
"doc-301","2021","2021-11","《关于印发国家中西医结合医学中心（综合医院）设置标准的通知》","国家卫生健康委员会,国家中医药管理局","通知","卫健委-医政司","医疗机构处","国卫办医函〔2021〕544号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/09/content_5649895.htm","待审核","",""
"doc-302","2021","2021-11","《国家医疗保障局办公室关于做好国家组织药品集中带量采购协议期满后接续工作的通知》","国家医疗保障局","通知","医保局-价格招采司","药品耗材招采处","医保办发〔2021〕44号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/05/content_5649219.htm","待审核","",""
"doc-303","2021","2021-11","《国家卫生健康委关于印发健康儿童行动提升计划（2021—2025年）的通知》","国家卫生健康委员会","通知","卫健委-人口家庭司","政策协调处","国卫妇幼发〔2021〕33号 卫生、体育 国务院部门文件","http://www.gov.cn/zhengce/zhengceku/2021-11/05/content_5649019.htm","待审核","",""
